@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute binary_judgement {good, bad}
@data
175,-589.143,2059.43,41.1429,45.7143,good
35,23414.3,10731.4,0,12682.9,bad
30,-556.667,-556.667,0,0,bad
24,-1137.5,21050,0,-22187.5,bad
257,5210.89,6125.68,-3605.45,2690.66,good
54,4079.63,12870.4,0,74.0741,good
50,-18412,-18412,0,0,bad
144,7515.28,9229.86,-1770.14,55.5556,good
103,-6324.27,-2635.92,-3727.18,38.835,bad
57,22077.2,22077.2,0,0,good
230,2157.39,2146.96,-41.7391,34.7826,bad
166,3379.52,2055.42,-1233.73,2586.75,bad
50,-15412,-15412,0,0,bad
43,8960.47,16611.6,0,-7651.16,bad
149,-5524.16,-979.195,-2593.96,-1951.01,bad
207,12084.5,9918.36,38.6473,2127.54,good
51,-32709.8,-23402,78.4314,0,bad
126,-10613.5,-10314.3,5393.65,-5692.86,bad
240,2667.5,9172.08,-1096.25,-1419.17,bad
30,44716.7,44583.3,133.333,0,good
648,35.3395,4450,-2135.8,-2264.04,bad
48,1731.25,83.3333,1564.58,83.3333,bad
35,10731.4,10731.4,0,0,good
815,-2558.53,1547.12,-2033.01,-1633.5,bad
44,41477.3,39120.5,90.9091,2265.91,good
120,5948.33,14375,0,-4437.5,good
116,15350,13703.4,0,1646.55,bad
245,-196.735,6288.98,-7392.24,906.531,bad
33,5966.67,5966.67,0,0,bad
414,-3038.41,1265.7,-1927.78,-1220.05,bad
115,4128.7,4170.43,0,-41.7391,good
56,-19160.7,0,0,-19160.7,bad
448,3447.32,5580.13,-5188.84,2145.09,bad
115,6582.61,6554.78,34.7826,-6.95652,bad
36,29355.6,19772.2,0,9583.33,good
248,13374.6,17474.6,16.129,-2166.53,good
269,-5952.79,-2595.91,-2873.61,1296.28,bad
25,324,324,0,0,good
125,-11855.2,879.2,-3092,-9642.4,bad
641,2866.77,3758.5,-1404.68,512.949,bad
368,13509,12046.2,0,10.8696,good
127,11444.1,4764.57,3944.09,2735.43,good
138,10262.3,8760.87,-34.7826,1536.23,good
40,9290,9290,0,0,bad
58,-6746.55,-82.7586,-6663.79,0,bad
206,-3302.43,-3082.52,0,2084.47,bad
21,0,0,0,0,bad
180,2549.44,4630,-2102.78,22.2222,good
23,25143.5,25352.2,0,-208.696,bad
438,10127.4,9695.89,5.47945,426.027,good
176,12793.2,14662.5,22.7273,-1892.05,bad
139,2866.91,2780.58,28.777,28.777,bad
404,-8207.67,-1361.14,-1163.12,-3786.39,bad
268,7499.63,7333.96,165.672,0,good
38,1215.79,1236.84,-126.316,105.263,bad
82,-5887.8,4841.46,-4176.83,-6552.44,bad
28,48903.6,48760.7,142.857,0,good
140,-2049.29,-1114.29,2518.57,-34.2857,bad
74,108.108,0,108.108,0,bad
194,8094.85,4098.45,952.577,3043.81,bad
37,0,0,0,0,bad
46,-6871.74,0,-6958.7,86.9565,good
166,26426.5,24424.1,0,2002.41,good
27,13285.2,13285.2,0,0,bad
35,14777.1,14777.1,0,0,good
105,-11385.7,-11378.1,38.0952,-45.7143,bad
386,-4572.28,-44.5596,14.5078,-842.487,good
76,14850,14797.4,52.6316,0,good
75,22032,5528,9661.33,5765.33,good
332,-1325.3,90.6627,1057.83,-1031.93,bad
83,-4903.61,-8862.65,3959.04,0,bad
564,-4194.68,1717.91,-4480.32,-2109.57,bad
319,2541.07,1829.47,25.0784,686.52,good
194,-1196.91,-2310.82,20.6186,-1685.57,bad
154,-2857.79,177.922,77.9221,25.974,bad
79,-6974.68,-7025.32,0,50.6329,bad
370,598.919,2315.95,-912.703,-826.216,bad
28,-1360.71,285.714,-1646.43,0,good
28,-39464.3,-22367.9,0,0,good
130,10180.8,12066.2,-2665.38,780,bad
177,1823.73,6063.84,-4262.71,22.5989,bad
143,1441.96,7062.24,55.9441,-2328.67,good
34,117.647,0,0,117.647,bad
30,5643.33,12226.7,0,-6583.33,bad
20,10885,10885,0,0,good
25,-32,-32,0,0,good
31,129.032,0,0,129.032,good
167,-904.79,-1198.8,-2319.16,2613.17,good
119,2012.61,2494.12,2689.08,852.101,bad
510,-1485.1,2600.59,-246.471,-1308.24,good
221,1128.96,5020.36,0,440.724,good
309,7260.52,7221.68,12.945,25.89,good
24,-10591.7,9354.17,0,0,bad
155,3530.97,5536.13,-3217.42,1212.26,bad
61,-33518,-8668.85,-6129.51,-18719.7,bad
23,25465.2,16330.4,0,9134.78,good
181,-3751.38,713.812,-4646.41,181.215,bad
270,-7584.81,-2152.96,-2684.07,798.148,good
26,9261.54,9261.54,0,0,bad
165,5681.21,11944.8,-6263.64,0,bad
365,2176.16,3489.86,-2.19178,0,bad
92,1929.35,6579.35,0,553.261,good
93,-1013.98,3026.88,1106.45,0,bad
42,5392.86,5392.86,0,0,bad
109,-9635.78,-778.899,-5838.53,-3018.35,bad
427,-478.22,4154.1,-4587.12,-45.1991,bad
714,5450.42,5285.71,-2176.19,2226.05,good
29,137.931,0,137.931,0,bad
133,5000,7872.93,-2872.93,0,bad
47,85.1064,85.1064,0,0,bad
507,6080.67,5470.22,1278.3,-667.85,bad
1218,4069.7,4885.39,-913.054,-345.238,good
80,0,0,0,0,good
144,-1246.53,14424.3,-17544.4,1873.61,good
54,133.333,74.0741,-88.8889,148.148,bad
71,30053.5,29997.2,0,56.338,good
59,14496.6,14578,0,-81.3559,good
441,-597.052,-613.379,-1.81406,18.1406,bad
24,16375,16375,0,0,good
155,-9625.16,-943.871,-6571.61,-2109.68,bad
347,11845.8,10697.4,-97.6945,1246.11,good
144,-5946.53,613.194,-3263.19,27.7778,bad
23,15626.1,15452.2,0,173.913,bad
35,-13677.1,0,0,0,bad
71,-4187.32,2554.93,0,0,bad
56,7075,7089.29,71.4286,-85.7143,bad
69,-6728.99,162.319,0,115.942,bad
181,13584.5,13496.1,22.0994,66.2983,good
72,-10743.1,-5430.56,-5312.5,0,bad
37,-30627,-38256.8,7629.73,0,good
38,9721.05,9721.05,0,0,bad
42,-19769,-8352.38,95.2381,0,bad
71,10954.9,15650.7,0,0,good
116,294.828,27.5862,-1765.52,2032.76,bad
121,4040.5,7274.38,-3194.21,0,bad
557,-1137.34,1978.28,-3715.62,491.562,bad
73,18126,22795.9,0,-4669.86,bad
1515,1240.59,3571.16,-646.997,-1463.5,good
52,-18959.6,-14819.2,0,-4140.38,bad
23,12395.7,12221.7,173.913,0,bad
67,5819.4,-634.328,0,6453.73,bad
20,400,200,0,200,bad
676,10617.6,10348.7,-1194.97,1463.91,good
77,9688.31,13997.4,0,-4309.09,bad
161,-7527.95,-7627.33,74.5342,24.8447,bad
121,-5527.27,99.1736,-3994.21,-1632.23,bad
342,12663.7,10716.4,0,1947.37,good
32,21968.8,21968.8,0,0,good
138,-4023.19,-754.348,0,-3268.84,bad
80,14871.3,24716.3,0,-3861.25,bad
20,18580,18580,0,0,bad
18,20966.7,20522.2,444.444,0,good
80,5352.5,5835,-482.5,0,good
125,13532.8,15726.4,-3092,898.4,bad
62,-18164.5,-1029.03,-17135.5,0,bad
67,18956.7,26053.7,47.7612,0,good
80,15,-25,0,40,bad
19,0,0,0,0,good
1066,-2834.9,-1903.94,-443.715,-543.902,bad
21,70338.1,70147.6,190.476,0,good
40,1935,2055,0,0,bad
265,18669.1,15037.4,3616.6,15.0943,good
155,5556.77,8943.87,0,2789.68,bad
259,-4499.61,-1366.8,-3132.82,0,bad
239,-4282.01,-85.3556,-2774.9,-1401.67,bad
44,8281.82,8190.91,0,90.9091,good
22,4440.91,4259.09,0,181.818,good
53,3169.81,-4898.11,0,8158.49,good
36,-13627.8,-463.889,-13163.9,0,bad
42,476.19,190.476,190.476,95.2381,good
64,2842.19,2779.69,62.5,0,good
28,2539.29,0,2539.29,0,bad
100,-2245,11380,-3425,-5413,bad
55,2923.64,3747.27,-6954.55,6130.91,bad
153,-2221.57,-3902.61,1602.61,78.4314,bad
216,3079.17,5976.39,-1617.13,-1280.09,bad
53,8013.21,8013.21,0,0,good
20,17060,16860,0,200,bad
61,-5501.64,3685.25,-12672.1,3485.25,good
108,-696.296,-770.37,0,74.0741,bad
270,-1532.96,948.148,-3352.96,871.852,good
29,-17910.3,-575.862,-17334.5,0,bad
209,1318.66,3819.14,-926.316,-1574.16,good
155,-5235.48,-5235.48,0,0,good
474,-9798.31,-5393.04,-1864.77,-1520.46,bad
184,9595.65,9595.65,0,0,bad
139,-15373.4,28.777,-11958.3,0,bad
39,-16459,-7861.54,0,-8597.44,bad
129,-7886.82,1899.22,-12218.6,2469.77,bad
407,-2958.23,392.629,-4162.41,811.548,bad
31,129.032,129.032,0,0,bad
74,5475.68,5421.62,0,54.0541,bad
54,622.222,548.148,0,74.0741,good
135,-6751.85,2746.67,-7174.81,-2288.15,bad
80,15,-25,0,40,bad
50,-18412,-18412,0,0,bad
29,21451.7,21451.7,0,0,good
142,-8297.89,-513.38,-7042.25,-1516.2,bad
32,0,0,0,0,good
906,2913.69,4062.91,-546.909,-602.318,bad
47,10948.9,10863.8,0,85.1064,bad
81,438.272,-2346.91,2735.8,49.3827,good
354,-8654.8,-2764.41,-4303.95,-2112.43,good
66,-18200,-8151.52,-10048.5,0,bad
77,37696.1,29840.3,3666.23,4189.61,good
24,17216.7,17050,0,166.667,good
31,0,0,0,0,bad
74,-14074.3,-2490.54,-5222.97,108.108,bad
25,14864,14864,0,0,good
665,3399.7,3051.28,740.15,335.338,good
144,2112.5,-2941.67,5059.72,27.7778,bad
175,19421.1,18161.1,-133.143,1393.14,good
131,-6380.92,-42.7481,-2950.38,-3387.79,bad
28,0,0,0,0,bad
34,38182.4,38182.4,0,0,good
78,-12033.3,-3376.92,-8656.41,0,bad
93,7865.59,6775.27,0,1090.32,good
68,-10780.9,3108.82,1039.71,-7889.71,bad
115,4348.7,4710.43,-396.522,34.7826,bad
25,34292,34292,0,0,good
60,12386.7,12386.7,0,0,good
140,-3695.71,-3042.86,0,-652.857,good
34,-7438.24,2188.24,235.294,-9861.76,bad
33,41257.6,38357.6,0,2900,good
215,-6172.09,900,507.442,-900,bad
341,4968.04,6364.81,0,7.03812,good
149,3647.65,5006.04,-1326.17,-32.2148,good
71,7447.89,13422.5,-10611.3,4636.62,good
857,1058.69,2762.54,-779.463,-370.478,bad
239,1997.49,-805.858,0,2803.35,bad
225,-5475.56,-3994.67,-2305.33,2952,bad
107,4826.17,8483.18,-3612.15,-44.8598,good
75,2796,11798.7,-9002.67,0,bad
27,31288.9,31288.9,0,0,bad
111,-3553.15,7755.86,-11309,0,bad
106,-7368.87,3581.13,-4742.45,-6207.55,bad
151,6190.07,8435.76,-4445.03,2199.34,bad
124,10949.2,10884.7,0,64.5161,good
62,2024.19,1959.68,64.5161,0,good
22,92586.4,92404.5,0,181.818,good
38,105.263,0,105.263,0,bad
494,-5279.96,-3592.31,-1054.05,-633.603,bad
232,2130.6,12884.1,-9085.78,-1667.67,good
22,-9072.73,-9254.55,181.818,0,bad
49,17975.5,17812.2,163.265,0,good
41,65180.5,65082.9,97.561,0,good
91,-298.901,-290.11,43.956,-52.7473,bad
131,11009.9,6790.08,30.5344,4189.31,good
37,43989.2,43881.1,108.108,0,good
88,45.4545,45.4545,0,0,bad
57,4357.89,6589.47,3575.44,-5807.02,bad
101,2677.23,6424.75,-3787.13,39.604,good
26,36634.6,28553.8,0,8080.77,good
316,-1012.34,-994.62,-30.3797,12.6582,bad
906,2913.69,4062.91,-546.909,-602.318,bad
82,22336.6,22239,48.7805,48.7805,bad
48,-27008.3,-23060.4,83.3333,-4031.25,bad
27,17277.8,17277.8,0,0,bad
58,-17650,-2539.66,-16700,1589.66,bad
20,200,0,0,200,bad
26,2900,-15530.8,18430.8,0,good
115,-22378.3,-12127,-1919.13,-6.95652,bad
130,3421.54,3396.92,0,24.6154,bad
107,-8844.86,-8042.99,-358.879,-5481.31,bad
26,23361.5,14292.3,153.846,8915.38,good
77,-124.675,-124.675,0,0,bad
40,-12272.5,-425,-11847.5,0,bad
133,4476.69,4476.69,0,0,bad
107,-3600.93,5479.44,-7186.92,2580.37,bad
25,23312,23312,0,0,good
39,-3333.33,8941.03,0,0,good
1169,3627.37,3713.77,0,-422.583,good
377,-3183.29,-1311.67,-1737.93,-133.687,good
21,44457.1,44457.1,0,0,good
127,3946.46,3946.46,0,0,bad
86,-10593,-2510.47,-2516.28,0,bad
95,-9522.11,-9522.11,0,0,bad
575,-7405.39,-1444.52,-672.174,-625.739,bad
134,-2458.21,2987.31,-502.239,-1370.9,good
43,5018.6,5018.6,0,0,good
178,5110.67,5415.17,-304.494,0,bad
155,-987.742,1375.48,-2467.74,104.516,bad
299,7629.1,6842.14,-1281.94,1446.15,good
75,7518.67,7518.67,0,0,bad
661,-4344.93,427.685,-2848.87,-855.673,bad
35,3340,3340,0,0,good
50,7860,7860,0,0,good
53,601.887,9633.96,0,0,bad
100,-8346,2147,-6752,1046,bad
99,-20488.9,-9910.1,-48.4848,-10530.3,bad
28,4175,4175,0,0,good
30,32256.7,32256.7,0,0,good
100,14741,14701,40,0,bad
22,8863.64,0,0,181.818,bad
70,7284.29,7284.29,0,0,good
39,-4269.23,-4371.79,102.564,0,bad
57,32068.4,28382.5,0,3685.96,good
292,3764.73,6533.9,-2782.88,13.6986,bad
20,11455,11455,0,0,good
192,-4676.56,-1989.06,20.8333,-215.104,bad
285,4932.98,6078.95,28.0702,-1202.11,good
186,-5501.08,-802.688,-2056.45,-2641.94,bad
335,-7046.57,1693.73,-8788.06,47.7612,bad
80,-9625,-7156.25,0,-2468.75,bad
238,-4183.19,-2202.1,13.4454,16.8067,bad
118,-726.271,-110.169,-616.102,0,bad
169,5331.36,3228.4,0,2102.96,bad
110,-5593.64,36.3636,-3477.27,-2152.73,good
48,1260.42,2137.5,-877.083,0,bad
194,8094.85,4098.45,952.577,3043.81,bad
402,-13023.4,-1749,-3602.49,-4449,good
95,-3387.37,84.2105,-8.42105,-3463.16,bad
33,37448.5,20869.7,121.212,121.212,good
369,1462.06,3279.13,-916.802,1694.31,good
125,-5679.2,-5679.2,0,0,bad
49,-428.571,-428.571,0,0,bad
36,-10736.1,0,-10736.1,0,bad
26,30111.5,4496.15,13361.5,12253.8,good
72,-5901.39,-5890.28,55.5556,-66.6667,good
275,5567.27,3936.73,395.636,1234.91,good
445,-491.011,4540.45,-3513.48,-442.247,bad
406,2727.83,3217.49,-648.522,158.867,good
154,6380.52,4250.65,2103.9,0,good
588,-5505.44,-5590.82,-341.497,420.068,bad
169,-9280.47,-6595.86,47.3373,-2731.95,bad
23,10365.2,10365.2,0,0,good
273,675.458,3922.34,-1418.68,-1828.21,bad
127,7209.45,12341.7,-5804.72,672.441,good
239,1997.49,-805.858,0,2803.35,bad
93,-8208.6,-8200,0,43.0108,bad
296,3040.2,4587.84,-1308.45,-252.703,good
93,-10489.2,-5658.06,-7217.2,2386.02,bad
41,3470.73,9785.37,0,5360.98,bad
687,-5980.35,-296.215,-4550.66,-714.702,bad
76,17592.1,17486.8,0,105.263,good
619,-200.485,2560.74,-625.687,-1596.93,good
54,19020.4,19020.4,0,0,good
505,-7607.13,-5908.32,0,898.812,bad
247,-5229.15,2003.24,-5882.59,0,bad
32,-340.625,11737.5,-12078.1,0,bad
35,9711.43,11228.6,-1380,-137.143,good
985,-1414.31,544.67,-1611.98,247.919,bad
21,33800,33800,0,0,good
72,3205.56,3150,55.5556,0,bad
224,-1842.41,1974.55,-3852.68,35.7143,bad
365,2176.16,3489.86,-2.19178,0,bad
44,9113.64,9022.73,90.9091,0,good
287,3392.33,5035.19,-2.78746,13.9373,bad
53,7324.53,7415.09,0,-90.566,good
32,-25,125,0,-150,bad
109,-9635.78,-778.899,-5838.53,-3018.35,bad
64,7598.44,7598.44,0,0,good
248,-3521.37,508.065,-2079.84,-19.3548,bad
566,3170.32,9240.64,-2861.13,-3216.25,bad
47,-15763.8,-16104.3,170.213,170.213,bad
60,-4881.67,-5081.67,200,0,bad
75,0,0,0,0,good
24,5204.17,5037.5,166.667,0,good
103,-3438.83,-7.76699,116.505,-3547.57,bad
26,307.692,0,153.846,0,good
92,-1516.3,86.9565,-4157.61,2554.35,bad
103,-2416.5,5088.35,-7504.85,0,bad
42,190.476,95.2381,95.2381,0,good
71,-4187.32,2554.93,0,0,bad
571,1884.94,4870.23,-1480.39,171.804,bad
23,-39139.1,16878.3,0,-14391.3,bad
203,3475.37,3435.96,19.7044,19.7044,good
24,166.667,166.667,0,0,good
89,3422.47,-2006.74,5429.21,0,bad
44,-16604.5,9022.73,-16688.6,1940.91,bad
209,2379.9,4229.19,-1849.28,0,bad
23,70026.1,69852.2,0,173.913,good
317,4538.17,4368.45,264.038,1415.77,bad
29,13227.6,13089.7,0,137.931,good
41,-14122,-1036.59,0,-13085.4,bad
243,-246.502,1925.93,-2911.93,-832.51,good
194,-13302.1,-1693.3,-28.866,-9112.37,bad
33,2733.33,2612.12,121.212,0,bad
623,6631.78,7036.28,-1926.81,1420.71,good
1410,1015.46,3366.31,-2400.35,340.496,bad
75,-19713.3,-19234.7,-618.667,140,good
75,9021.33,13434.7,0,-4413.33,bad
68,9072.06,9025,-11.7647,58.8235,good
42,95.2381,0,0,95.2381,good
85,-3664.71,4231.76,-7896.47,0,bad
211,-1007.11,-1754.03,727.962,18.9573,bad
516,2122.48,2093.41,-659.884,688.953,bad
910,-9551.21,-3717.03,-2673.08,-2752.2,bad
84,13097.6,13107.1,-9.52381,0,good
407,-2958.23,392.629,-4162.41,811.548,bad
156,-5957.05,628.205,-6610.9,25.641,bad
37,15678.4,15570.3,0,108.108,good
291,-433.677,3254.98,-4025.77,337.113,bad
849,-3327.92,-1969.38,-280.565,-1077.97,bad
101,-4340.59,971.287,0,-5311.88,bad
100,-5251,40,-504,0,bad
158,-7510.76,-5734.18,-1776.58,0,good
27,9103.7,8955.56,0,148.148,good
305,-6634.1,-2697.38,-4321.97,385.246,good
78,9296.15,9357.69,0,-61.5385,good
199,5342.21,14673.4,-8072.36,-1234.67,good
60,-3445,6193.33,0,-9638.33,bad
59,-33172.9,-24079.7,0,-9093.22,bad
88,4359.09,4313.64,45.4545,0,bad
37,-33354.1,-33462.2,108.108,0,good
412,6227.43,6933.25,-11.6505,-3311.17,good
163,-2909.82,-1046.01,-4717.79,2853.99,bad
283,-274.205,14.1343,-301.767,13.4276,bad
46,-15500,-23363,0,0,bad
182,1428.57,-30.7692,1015.38,0,bad
24,16508.3,16508.3,0,0,good
25,33036,33228,0,-192,good
46,-2197.83,-2197.83,0,0,bad
64,34.375,-28.125,62.5,0,bad
46,4865.22,86.9565,0,4778.26,bad
35,-22662.9,-7897.14,-1202.86,114.286,bad
41,195.122,0,0,195.122,bad
40,57127.5,57127.5,0,0,good
271,627.675,4293.36,-1259.78,-2420.66,good
267,10383.5,10773.8,29.9625,-420.225,good
284,-12772.2,-7128.87,-2042.61,-229.577,bad
109,128.44,2051.38,-1878.9,-44.0367,good
463,1103.89,5501.51,-2495.68,-1901.94,bad
161,-15880.1,-13111.8,1503.73,-4272.05,bad
41,6734.15,9009.76,0,-2275.61,bad
40,100,100,0,0,good
24,-19779.2,0,0,166.667,good
289,-4918.69,713.841,-3909.69,-1722.84,bad
71,-3656.34,-3712.68,56.338,0,good
314,-9521.97,-3078.34,-2276.11,-2642.99,bad
344,-8264.53,-4669.48,-1111.92,-2483.14,bad
623,6631.78,7036.28,-1926.81,1420.71,good
137,1927.74,264.964,29.1971,1633.58,bad
31,-7487.1,18519.4,-26135.5,129.032,good
55,-7563.64,-7636.36,0,72.7273,bad
77,14598.7,10466.2,0,3348.05,bad
87,2228.74,1122.99,0,1105.75,bad
112,-6879.46,335.714,0,35.7143,bad
86,15223.3,15176.7,0,46.5116,bad
23,19413,32217.4,0,-12804.3,bad
98,-23958.2,-6376.53,-11263.3,-6318.37,bad
30,1230,2606.67,0,-1376.67,good
217,2215.21,-211.982,-1035.48,978.341,bad
193,6188.08,5381.35,-1533.16,2339.9,bad
45,-5722.22,2866.67,-8588.89,0,good
234,-3932.48,-3410.26,-921.368,399.145,bad
26,18303.8,14603.8,0,3700,good
285,-1774.04,-1362.11,11.2281,1256.49,bad
23,0,0,0,0,good
23,-11047.8,-11047.8,0,0,bad
