@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute verb_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
0.5828,0,5
-1.8785,-0.2464,4
0.004,0,4
-0.0422,0,3
-1.5377999999999998,-0.24309999999999998,1
0.49639999999999995,-0.0048,2
-1.5989,-0.45910000000000006,1
1.1505,0.2578,3
0.0028999999999999816,0.2478,2
0,0,2
1.2962,0.2294,2
0.3458,0.0997,5
-1.3973000000000002,0.12090000000000001,2
0.9628,0,4
0.2741,0.4324,1
1.0175,0,5
-1.0274999999999999,-0.07200000000000004,2
-0.6607999999999998,0.008,3
1.0037,0.23500000000000001,3
1.3794,0,5
1.2107999999999999,-0.031,4
1.5198,0.008,4
-0.3353,-0.3353,1
-0.8293000000000001,0.004,3
2.1682999999999995,0,5
2.1466,0,5
0.9961,0.008,5
-0.10309999999999997,0.008,4
0.8194999999999999,0.44389999999999996,1
-0.0167,0,3
-0.02729999999999999,-0.5325,3
1.3391999999999997,0.6915,4
0.22029999999999997,0.004,5
-0.9206,0,2
1.0821999999999998,0.008,4
-0.6514,0.004,1
1.2584,0,4
0.4962,0.008,2
0.5609999999999999,0.4294,1
-0.7706,0,2
0.38530000000000003,-0.329,3
-0.8230999999999999,-0.29069999999999996,3
2.5015,0.4404,5
-1.6682,0,1
-1.3373000000000002,-0.7173,1
0.6402000000000001,-0.3406,3
1.3415000000000001,0,4
0.022899999999999865,-1.4671,1
0.08310000000000001,0.004,2
0.3756,0,5
-2.0852000000000004,-1.3313000000000001,2
1.8250000000000002,0.0997,5
0.7138000000000001,-0.5325,4
1.7806,0.191,3
-0.04820000000000002,0.22210000000000002,2
0.19689999999999996,0,3
-1.2579,-0.5051,2
0.47479999999999994,-0.0048,4
-1.073,-1.073,1
1.5444000000000004,0.961,2
0.757,-0.0007999999999999995,1
1.0568,0.345,5
3.3169000000000004,-0.5373,4
-1.6013,0.34869999999999995,3
0.0081,0,4
-1.4819,-1.2053,3
1.8375999999999995,0.32880000000000004,3
4.971299999999999,0.004,4
1.4534,0.3474,4
1.4162,0.212,5
0.3716,0,1
-0.39130000000000004,0,2
-0.6802999999999999,0.4294,3
0,0,2
0.4589,0.004,5
0.5783,-0.0048,3
4.4358,0.1866,5
2.2516,-0.333,3
0.39849999999999997,0.004,2
-3.3159,-1.5296999999999998,1
2.0099,0,5
0.04620000000000002,0.004,1
-0.48279999999999995,-0.5373,2
1.3693,0,4
-0.2869,-0.0048,3
0.008,0,1
1.5704,0.5905,2
0,0,1
-0.3161,0.004,4
4.386799999999999,0.3324,5
0.3587,0,3
0.5172,0,5
-1.1954999999999998,-0.0048,1
-1.7649000000000001,-0.3252,5
1.1286,0,4
1.6523999999999999,0.4324,5
-0.44000000000000017,-0.3426,1
-0.407,0,3
-2.365799999999999,-1.1898,2
0.8106,0.219,4
-0.2321999999999999,-0.327,2
-0.4401,0.004,1
-0.5509999999999999,0.004,2
0.2216,-0.3057,3
-0.038099999999999995,0,5
-1.105,0,4
1.3235,0.10139999999999999,2
0.3228000000000002,0.004,2
0.20619999999999994,-0.333,5
0.004,0.004,1
0.16929999999999995,-0.1975,1
0.2177,0,4
-0.0007999999999999995,0,5
0.004,0.004,5
-0.1510999999999999,0.4364,4
0.23949999999999988,0.10139999999999999,2
-0.7574000000000003,-0.6672,4
0.24949999999999994,0.0974,4
2.2435,0.008,5
-0.25420000000000004,0,3
0.5472999999999999,0.1879,1
-2.0446,-1.1419000000000001,1
0.5857,0.2101,5
-0.679,0.03280000000000001,2
-2.0479,0.21550000000000002,4
0.2408,0,3
0.9373999999999999,0,3
0.7942999999999998,0,3
0.17749999999999994,0.0509,4
-0.09429999999999986,0,1
0.2265,0,2
-1.0503000000000002,-0.329,1
-0.2042000000000004,-0.019299999999999984,1
3.8915999999999995,1.5894000000000001,4
0.004,0,1
0.6650000000000001,0,3
0.004,0,1
3.082900000000001,-0.33860000000000007,2
4.956899999999999,-0.42050000000000004,4
0,0,4
-0.1795,0.2698,5
0.007200000000000001,0.008,2
2.1338,0.004,5
0.8553,-0.0048,5
-0.26329999999999987,0.008,3
0.393,0,5
-1.4918999999999998,-0.327,1
4.1105,0.4324,5
-0.8562999999999998,0.004,2
0.3594,0.004,2
-0.4787,0,2
-0.2973,0,2
0.3962,-0.0048,3
-0.46430000000000005,0.008,3
2.4588000000000005,0.012,5
-0.7735,0,1
-1.1332,0,4
0.3694,0,3
-0.8303,0,2
0.7778,0,4
0.03420000000000001,0.2358,1
0.48889999999999995,0,3
-0.6335000000000002,0.2738,3
1.3232000000000002,-0.3409,3
1.8795,-2.2171999999999996,4
-0.9859,-0.2153,2
0.2851,0,3
0.3899,0.4324,1
0.008,0.004,1
7.177499999999994,0.9896,4
0.746,-0.33180000000000004,2
-1.2119999999999997,0.004,2
-0.6688000000000001,-0.1975,1
4.330999999999999,0.6659999999999999,5
0.703,0,4
-0.5552000000000001,-0.45109999999999995,3
1.1897000000000002,-0.3089,2
0.3716,0,3
0.3774,0,5
0.4282,0,5
1.6916,0.11230000000000001,3
-1.1262,0,1
1.2700999999999998,0,4
0.0012000000000000274,0.0032000000000000006,2
0,0,4
-3.0219999999999976,-0.5798,2
1.4770999999999999,0,5
0.07740000000000001,0,3
4.9472999999999985,0.004,5
0.8612999999999998,0.4324,2
-1.1654000000000004,0,3
-1.0234,-0.335,2
0.36439999999999995,0.004,4
0.09770000000000001,0.004,4
0.16799999999999998,0.4324,5
-0.4906,0,1
0.02,0.004,4
0.18190000000000006,0,5
0.0711,0,1
-0.22449999999999992,-0.5413,3
0.16080000000000003,0.3372,1
-0.3399,0.012,1
0.6650999999999999,-0.27649999999999997,3
0.42469999999999997,0,5
0.3412,0.004,2
-0.3356,0.2126,5
-0.07520000000000004,0.008,1
-0.41390000000000016,0.2354,4
-0.5194000000000001,0,2
0.27560000000000007,-0.329,5
-0.8115000000000001,0,4
-4.644399999999999,-0.7207,1
1.7655999999999998,0,3
-2.1369000000000002,0,3
-0.6418999999999999,-0.3353,1
-1.0174,0.3186,2
-1.204,0.3303,1
0.004,0,3
0.4052,0.004,3
0.03360000000000001,0.004,4
-0.9115000000000001,-0.3089,1
0.0012000000000000274,0.0032000000000000006,2
-0.9206,0,2
0.6221,0,5
-1.1783,-0.2153,1
0,0,5
2.639800000000001,-0.5457000000000001,3
0.5146000000000001,0.004,2
0.035499999999999976,0.004,4
-3.0638,-0.7478000000000001,5
-1.2011999999999998,0,1
2.9025999999999996,0.3226,5
0.4132,0.004,4
0,0,1
-1.0415,0.008,1
0.3716,0,4
2.260800000000001,0.223,4
0.3042000000000001,0.004,3
3.3987,0.2438,4
-0.8359,-0.4438,2
0,0,1
1.2982,0,5
-0.9386000000000001,0,2
0.7315,0.1014,5
-0.7331,-0.5365,2
0.5001000000000002,0.004,1
0.8573,0,5
0.7432,0,4
-0.5174,-0.0914,4
-0.2529,-0.3353,1
1.3615,0.0957,5
-1.327,-0.1935,3
1.6940999999999997,0.002400000000000001,4
0.5435,-0.0048,5
0.5287999999999999,0.3292,5
0.9073000000000002,-0.3175,2
0.47740000000000005,0.6699999999999999,3
-1.2320000000000002,0.6642,2
0.5164000000000001,-0.0048,4
0.2097,0,3
0.8448,0,3
-0.3944,0,2
-0.7811000000000001,-0.658,1
0.9347,0.33209999999999995,1
1.3577,0.008,4
0.1255,0,4
2.0368999999999997,0.004,5
0.004,0,2
-2.6083,-0.313,1
0.49429999999999985,-0.38689999999999997,5
-0.1996,0,3
0.8808,0,5
-0.02719999999999998,-0.0048,1
1.4423,0.5488,5
1.6275999999999997,0,5
0.004,0,1
0.24839999999999998,-0.331,1
0.2704,0.004,4
0.9524999999999999,0.2101,4
-0.31989999999999996,0.004,2
2.639800000000001,-0.5457000000000001,3
1.8316,0.004,3
-1.2964,-0.1935,2
0.46649999999999997,0,3
-1.0236999999999998,0.0922,2
0.004,0.004,3
0.07540000000000013,0,4
-2.5734999999999997,-0.0007999999999999995,1
0.4448,0.0032000000000000006,3
-0.9464,-0.5865,3
0.6073999999999999,0.2318,4
-0.0096,0,1
-0.4909,0,3
0.5954,0,3
-0.38530000000000003,0.2761,1
0.5828,0,5
-0.13,0,4
4.2404,-0.4940000000000001,4
-1.2001000000000002,-0.0504,5
0.9336,0,4
0.5012,0,2
-0.911,0,2
-0.9046,0,3
-4.258099999999999,-0.3598,2
-0.32940000000000014,-0.1837,4
0.2158,0,5
0.9096999999999998,0,2
-0.15309999999999999,0.016199999999999982,1
2.2811000000000003,0.4324,5
0.5639,0,2
-2.8719999999999994,-0.5656,3
0.1169,0,5
0.393,0,5
0.03190000000000004,0,3
-0.8346,0.1046,2
-2.0283999999999995,-1.0425,1
0.1169,0,5
0.9677,0,5
1.4741,0,1
0.195,0.004,1
0.5098999999999999,0,5
-0.1665,0,1
1.8278999999999999,0.2101,5
1.0993,0.004,2
0.2291,0,5
-0.8978999999999999,-0.0413,1
1.4059,-0.3426,5
-1.0231999999999999,-0.4914,3
-2.3606,0.016,2
-0.77,-0.1975,3
-0.9956000000000002,0.004,1
-0.08569999999999997,0,1
0.901,0.3554,2
-0.6153,-0.2368,4
0.06050000000000001,0,3
1.5704,0.5905,2
-5.235400000000002,-1.7885,4
-0.32180000000000003,-0.329,2
1.2358,0.004,4
0.5395,0.6252,4
-0.7099,0,2
-0.021,0,1
-0.3865,0,3
0.7828999999999999,0.3186,5
-0.42489999999999994,-0.0048,4
1.5309999999999997,0.3396,4
-0.2185000000000001,-0.19679999999999997,3
1.1075,0.06450000000000006,4
0.9826,0,4
-3.2371999999999996,0.247,3
-1.5683999999999998,-0.4617,1
0.2384,0,4
0.18439999999999995,-0.4991,1
0.9155999999999997,0.0854,4
0.47740000000000005,0.6699999999999999,3
-0.7634,0.004,2
0.8998999999999999,-0.07480000000000003,5
-0.9755,0.2219,2
0.14229999999999987,0.2198,3
-4.108500000000001,-0.491,2
1.337,0.008,5
-0.12410000000000027,-0.9885000000000002,4
1.0271,0,5
-3.8415999999999997,0.4539,2
-1.2916,0,1
-0.01090000000000002,0,2
0.3399,-0.0048,4
-1.3930999999999998,0.24420000000000008,2
0.7098,0,5
0.23080000000000012,0,2
-0.4126999999999999,0.008,1
0.7942999999999998,0,3
0.401,0,5
0.9736,0.004,3
0.3882,-0.0048,4
-0.0007999999999999995,-0.0048,1
-1.0503000000000002,-0.329,1
0.4863,0,4
-0.8733000000000002,-0.0048,3
1.7944,-1.8204,2
-0.7409,0.008,1
-0.2929,0,1
0,0,4
0.12490000000000001,0,5
-0.3542,-0.3654,1
0.008,0,5
-0.1395,0.23500000000000001,3
-0.2489,0,3
0.008,0,5
-0.2973,0,2
1.0762999999999998,0.09809999999999999,2
-0.9002000000000001,-0.331,1
0.7055,0.004,4
0.004,0,4
0.3046,0,2
-0.7305999999999999,0.0854,3
0.4973999999999999,0,2
1.6106,0.004,4
1.4385999999999999,0.4488,1
0.3836,0.004,5
-0.579,-0.5365,2
-0.05989999999999995,-0.2023,5
-2.5805999999999996,-1.7677999999999998,1
0.09020000000000002,0,3
4.131599999999995,0.8850999999999998,4
1.4317999999999993,0.4801,3
-1.4785,0.010499999999999954,4
0.6766000000000001,-0.331,3
0.6169,0.004,5
0.004,0.004,5
-0.3115,0,3
-0.21249999999999994,0.004,3
1.0952000000000002,0.3554999999999999,2
-8.691600000000001,-2.5044999999999997,1
1.1002,0,4
-1.204,0.3303,1
-0.9293,0.004,2
0.5801000000000001,0.004,5
-0.12619999999999984,0.0981,1
-2.8254,-0.9152,3
-0.4384,-0.5365,1
-0.5251,0,2
-1.1867,0,4
0.2458,0.004,5
-2.0234,0.1175,5
0.7251,-0.0048,5
1.0631000000000002,-0.2457,4
-0.20670000000000002,-0.5783,2
-1.9571999999999998,-0.5365,2
0.3836,0,2
-1.2341,0,4
2.5657,-1.3641999999999999,5
-0.4743,0.4652,2
-0.0776,0.003799999999999991,1
-0.7129999999999999,0,3
0.25999999999999995,0,3
0.3962,0,4
0.8259,-0.0048,5
-0.10110000000000002,0,1
0.0021999999999999797,0,3
0.2238,0.2198,1
-0.7932000000000001,0.004,3
0.008,0.008,1
2.2851,0,5
0.17009999999999986,-0.656,5
2.7724,-0.1122,4
-3.6273000000000004,-0.06520000000000004,3
0.014000000000000009,-0.0048,4
0.5111000000000002,-0.8805999999999999,3
-2.5567,-0.6878,2
0.2761,-0.0933,2
0.004,0,5
-0.4747,0.004,4
-1.4214999999999998,-0.4979,2
-0.2596,0,4
-2.9899,-0.8299000000000001,1
-2.8429999999999995,-0.8542000000000001,3
4.131599999999995,0.8850999999999998,4
0.2641000000000001,0.2238,1
-0.23209999999999997,0.004,4
-0.416,0.004,3
1.1240999999999999,0.2578,3
0.19390000000000002,0.09620000000000001,1
-0.7705,0.004,2
1.3092,0.004,1
0.4465,-0.2945,2
-2.3479,-0.6192,2
0.036899999999999995,-0.0413,4
0.48069999999999985,0.21230000000000002,3
1.1943,0.4516,1
-0.2575,0,4
-0.9202,0.09340000000000001,2
0.4759,0.09620000000000001,4
-0.5056000000000003,0.3581,2
0,0,4
-0.2541,0,1
0.8187,0.004,4
0.9722999999999999,0,5
-0.7536,-0.0048,2
0.3173,-0.0048,2
1.0066000000000002,0,3
0.43149999999999994,0.016100000000000003,2
-2.0536,-0.5327999999999999,1
0.30529999999999996,0,5
0.3922,0.004,3
-0.5718000000000002,0.008,1
0.2243,0,4
-0.5696,-0.8694,5
-0.4060000000000001,-0.0007999999999999995,1
-0.005400000000000023,0.4936,4
-0.6164000000000001,-0.8654999999999999,5
0.6293,0.2438,3
0.79,0,5
0.6353,0.4324,5
-0.3562,-0.3602,3
-1.2244999999999997,0.7649,4
-0.3487,0,3
-0.2796,0.008,5
0.012,0.004,1
-1.8725999999999998,0.004,1
0.04970000000000012,-0.44389999999999996,5
-0.3296,0,2
-2.7163999999999997,0.008,3
0.7283000000000001,0.43479999999999996,5
-0.8612,0,2
1.7844000000000004,-0.5428999999999999,5
-1.6214,0,3
0.393,0,4
-0.1413,0.09000000000000001,1
0.264,0.2398,1
-0.9859,-0.2153,2
-1.15,0,1
0.8577,0.004,3
1.2115000000000002,0.195,5
1.5807,0.004,4
0,0,3
-1.0019,-0.331,2
0.2106,0,5
0,0,3
1.0414,-0.327,3
-0.15760000000000002,-0.04640000000000005,2
-0.5066999999999999,0.2618,2
1.3340999999999998,0,5
3.9517,-0.10009999999999997,4
-0.11130000000000001,0,1
0.004,0,1
-0.12119999999999992,0.004,3
0.47169999999999995,0,4
2.782,0.004,4
0,0,1
-0.009600000000000053,0.004,4
-1.2964,0.6584,1
1.9486000000000003,0.2318,5
0.7185999999999999,0.1175,5
0.4778,0,3
-1.434,-0.0007999999999999995,1
0.8091000000000002,-0.0811,4
0.08459999999999997,0.2578,1
-1.0507,0,1
0.582,0,5
0.8944,0,2
-0.4687,0,2
0.37249999999999994,0.5544,5
-1.156,0.6088,2
1.0793,0,4
0.7432,0,2
0.9728999999999999,0.03420000000000001,1
-1.1978,-1.073,2
-0.3487,0,3
-0.3793,0.004,5
-0.5383999999999998,-0.43429999999999996,3
0.8681,0.004,5
0.5814999999999999,0,4
0.004,0,3
-0.738,0.2358,4
-0.6399,-0.331,2
1.3096,0,5
0,0,3
-0.47529999999999983,-0.03949999999999999,4
0.15930000000000016,0.5047,3
0.264,0.2398,1
0.393,0,4
1.3219,0.008,2
0.3721,0.0874,5
3.9007000000000005,0.4366,3
0.373,0.373,2
1.8278999999999996,0,3
0.3774,0.004,5
0.23460000000000003,-0.10860000000000003,1
-1.3319999999999999,0,4
0.8588,-0.1815,1
-0.30699999999999994,0,3
0.231,0.2318,1
1.6299000000000001,-0.327,4
0.4715,0,4
0.6334,0.2578,2
-0.4747,0,1
2.1690000000000005,-0.5886,4
-0.6447,-0.331,1
0.9294,0.33030000000000004,5
1.0751000000000002,0,4
1.5473,0,5
1.7582000000000009,0.4525,3
0.5303,0,5
0.004,0,5
0.3872,0.0646,4
0.1874999999999998,0.3128,3
-0.0817,0,1
-0.3275,0,1
-0.6952,-0.329,4
0.19159999999999988,0.0974,5
-1.0704,-0.1975,2
0.5061,0,2
0.5955,0,5
-0.2422,0,4
-0.31079999999999997,0,3
-0.6291,0,2
0.2723,0.004,2
-0.7666,0,1
0,0,3
-0.6502000000000001,0,2
0.4836999999999998,-0.07880000000000004,5
0.30419999999999997,0.2618,5
0.5270999999999999,-0.333,3
-9.385300000000004,-0.9488000000000001,2
-1.0202,-0.3654,1
-0.04459999999999986,0,3
1.2224000000000004,0.20019999999999996,4
0,0,2
0.3716,0,4
-0.014900000000000024,0,4
-0.3720000000000001,0.004,5
1.3845,0,4
-0.6762999999999999,1.2802,2
-0.8391,0.008,2
3.117399999999999,-1.8901999999999999,4
0.5092,0.004,5
-1.1743000000000001,-0.333,3
0.7852999999999999,0.3353999999999999,1
2.719,-0.3247,3
-0.39130000000000004,0,2
0.4471000000000001,0.004,2
-0.43350000000000005,-0.4287,1
-0.4587,0.004,1
-1.1282999999999999,-0.5325,4
1.4392,0,5
-0.7985,-0.331,3
0.4988,0,3
0.08309999999999998,-0.7348,4
-0.5999000000000001,0.004,3
2.9705,0.0825,3
-0.26159999999999994,0,1
1.8462999999999998,0.3514,5
0.12090000000000001,0,2
-1.018,0,1
-0.9699000000000001,-0.08920000000000003,4
-1.8759,-1.2547,2
-0.2995000000000001,0.2126,5
-0.6809000000000002,-0.5365,1
-0.14889999999999998,-0.5325,4
-1.1555,0.13540000000000005,2
0.43989999999999996,0.2112,2
0.4818,0.004,5
-0.0434,0,1
-0.4938,-0.0619,1
0.25389999999999996,0.004,3
-0.7666,0,2
3.1086,0.40090000000000003,5
0.35930000000000006,0,1
1.295,0,2
2.646,0,3
1.2105,0,4
2.2615,0.8919000000000001,3
-0.3129,0,1
1.7273999999999998,0.645,5
-0.30939999999999995,0,4
-0.1553,0,3
0.48529999999999995,0,5
1.1148,0,5
0.42669999999999997,0,3
0.4925,0,5
-1.3275000000000001,0.1802,1
0.5196,0.5196,5
0.05570000000000004,0.012,3
0.9471,0.004,4
0.007200000000000001,-0.0007999999999999995,2
0.7432,0,4
0.6693,0.3186,4
-0.1565,-0.4902,1
0.004,0,5
0.3567,0,2
0.36609999999999965,0.6643999999999999,3
3.7003000000000004,0.2384,5
2.6071,0.004,5
0.872,0.507,4
1.0144,0,1
-1.3410000000000002,0,1
-0.39899999999999997,0,1
-0.06080000000000005,0.2618,1
2.1431,0.6621999999999999,3
-0.4787,0,3
0.6990999999999999,0,3
0.036900000000000044,0.004,2
2.5854000000000004,0.2137,4
0.007200000000000001,0.008,3
-0.2715,0,3
-1.2405000000000002,0.004,1
-4.977699999999999,0.5682,2
-0.31040000000000006,0,3
0.7017,0.5966,2
1.3971,0,4
0.3796,0.004,4
1.5677999999999999,0.2141,5
0.12019999999999997,0.004,5
-3.6765999999999988,0.6795000000000001,1
0.04479999999999998,0,2
-0.9825999999999999,0.3493,3
-1.3659000000000001,0,2
0,0,2
0.7789999999999999,0.4396,1
-0.7888999999999999,0,2
0.6709,0,5
0.477,0.0974,4
-0.2550000000000001,-0.327,1
0.5139,0,5
-0.5643,0,4
-0.7006,0.09140000000000001,2
3.9436999999999998,-0.0013000000000000234,4
-0.6276,0,5
-0.14100000000000007,0,4
0,0,2
0.23949999999999988,0.10139999999999999,2
0.1131,0.1131,5
0.401,0.004,5
0.9348000000000001,0.9268000000000001,5
-2.3354999999999997,-0.7203,2
-1.2405000000000002,0.004,1
-1.0530000000000002,-0.8200000000000001,3
-0.0048,0,1
-1.3517000000000001,0,1
-1.9870999999999999,-0.1791,1
1.0669,0.004,2
1.2502,0.2438,4
1.8958,0.723,4
0.9149,0.004,5
-2.4151000000000007,0.012,1
0.5701,0.2238,1
0.231,0.2318,1
1.8839999999999997,0.055900000000000005,3
0.08889999999999998,0.0997,3
2.1987,0.004,4
0.6199,0.32520000000000004,3
1.041,-0.1583,2
0.008,0,4
0.4832,0,4
-1.2428,-0.5483,2
0.22049999999999992,0.0957,2
1.6171,0.6816,3
0.3922,0,5
-0.8127000000000002,-0.2833,3
1.3199999999999998,0,5
0.43300000000000005,0,2
-0.08980000000000007,0,3
-0.08630000000000004,0.008,1
0.004,0,4
2.693,0.5106,3
1.0625,0.0974,2
0.6993,0.008,5
-0.29530000000000006,0,3
0.7274,0,1
-1.1514999999999997,-0.1798,2
-0.30450000000000005,-0.331,4
2.2462999999999997,0.004,5
6.281199999999998,-0.3255,5
0.4759,0,4
0,0,1
0.4718,0,4
0.06220000000000003,-0.2201,3
0.5059,0,5
0,0,4
-0.35640000000000005,-0.331,5
-3.913,0,2
0.008,0.004,1
0.6719999999999999,0,5
-0.42490000000000006,-0.333,4
0.8542000000000001,0.004,3
-0.438,0.004,3
0.22560000000000002,0,5
-0.1906,0,3
-1.0831999999999997,0.3557,3
2.2226999999999997,0.008,2
0.35219999999999996,0.5569999999999999,1
1.9847000000000004,0.004,3
-0.3363,0,1
-3.5552999999999995,-0.4979,2
0.4925,0,4
0.008,0,1
-0.1282,0,1
0.8934999999999998,-0.031,4
1.8272,0,5
0,0,3
0,0,2
0.5356,-0.33780000000000004,2
4.278700000000001,0.36880000000000007,2
-0.02779999999999992,-0.6023,1
0.7222999999999999,0,1
-2.9261999999999997,-0.334,2
7.843199999999996,1.9971,4
-0.9307000000000001,0,3
0.008,0.004,3
1.9844000000000002,-0.321,3
-0.9772000000000001,-0.4697,4
0.401,0,5
-0.2456,0,1
2.1397,0,5
0.6729,-0.4851,4
-0.3806999999999999,0.33020000000000005,5
-1.3269,-0.73,1
0.3796,0,4
-2.6886999999999994,-1.8188,2
2.0662999999999996,-0.2167,5
-0.08820000000000003,-0.333,4
-0.3298,0.008,2
0.4293999999999999,-0.1602,4
-0.346,0,1
-3.159,-0.6652,3
0.3716,0,5
0.7028000000000001,0.008,5
-0.32740000000000014,-0.7455,2
-0.12000000000000008,1.1265999999999998,3
-1.1221,0,1
0.19390000000000002,0.09620000000000001,1
5.519099999999999,0.5494,3
0.9274,0.004,4
-0.5126,-0.20989999999999998,3
-0.8978999999999999,0,1
-0.6607999999999998,0.008,3
0.004,0.004,3
2.2274,0,5
0,0,1
-0.7294,0,1
0.667,0,4
-1.0547,-0.031,2
0.14409999999999998,0.0974,5
3.7115,0.4896,4
0.38930000000000003,0.0957,1
0.6881999999999999,0,4
0.25510000000000005,0.004,5
0,0,4
0.3716,0,5
0.004,0,1
1.6421000000000001,0,5
0.5187999999999999,0.3186,5
0.004,0.004,4
-0.8573999999999999,0,1
0.7272000000000001,0.004,4
4.2218,0.3052,5
0.115,0,1
0.0908,0.0908,4
0.2623,0,4
-0.6691,0,1
0.05519999999999997,0,3
0.2181,0,5
0.010400000000000003,0.004,2
-5.075100000000001,-0.54,2
0.3225,0,2
-0.3728,0,2
0.3637,0,5
-0.1448,-0.4779,2
0.6551,0.2318,3
1.295,0,2
0.02510000000000001,0,2
0.1212,0,2
0.3756,0.004,3
-0.329,-0.333,3
0.7915,0,4
0.13079999999999992,0.4396,5
0.8502999999999998,0,2
-0.012699999999999993,0.0383,5
0.059699999999999975,0,3
0.19979999999999998,0,4
-0.31970000000000004,-0.331,2
0.5436000000000001,-0.5325,5
0.5433,0.004,4
-0.0007999999999999995,0,3
0.4145,0.012,3
0.7552,0.004,3
0.7804,0.25299999999999995,3
0.21009999999999995,0.008,5
1.0602,0,4
-0.5511999999999999,-0.057099999999999984,1
0.393,0,4
0.6175,0.1127,5
-0.18719999999999995,0.7688,1
2.0367,0.403,4
-0.8813,0,4
-0.7761,0.004,4
-0.24050000000000002,0.004,4
0.5215000000000001,0.43879999999999997,3
-0.02780000000000002,0,2
-0.47079999999999994,0,2
0.3756,0,3
0.9702000000000001,0,5
0.393,0,4
-3.4751999999999996,0.008,1
1.2295,0,4
0.5475000000000001,0,1
0.6935,0,2
0.6204999999999998,0.35150000000000003,1
