@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute token_number numeric
@attribute noun_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
-0.47330000000000005,137,0,4
0.3416999999999999,218,-1.3598999999999999,1
2.041,206,0.0032000000000000006,5
-0.4642,76,-0.8604,1
1.1024,86,0,5
0.047499999999999876,330,-0.48350000000000004,4
-0.3706,53,0,3
-0.25750000000000006,72,0.012,5
4.4574,871,-1.3128,4
0.4122,101,0,1
-0.3071,25,0,4
1.4334,33,0,5
0.8982,21,0,4
-0.5395000000000001,25,-0.5299,3
0.9476,97,-0.4659,5
0.004,23,0.004,1
-1.1208,60,-0.4665,1
0.004500000000000056,97,0.2452,1
0.8839999999999999,138,0.2921,2
1.1954,78,0,3
-0.2942,108,0.004,2
0.2184,113,0,2
-0.39480000000000004,104,-0.0048,1
-1.1443,23,-0.3865,5
0.2004,33,0,1
0.3462,24,0,5
-0.16340000000000005,101,0,5
0.9775,142,-0.4667,2
2.4595,125,0,4
0.1778,101,0.004,3
0.8822000000000001,34,0,4
-0.005099999999999997,38,-0.3825,4
0.7384,72,0,2
1.3477000000000006,143,-0.49549999999999994,3
-4.5183000000000035,879,-5.104600000000001,1
-0.9261999999999999,142,-0.2048,2
-1.7063,69,-0.773,1
0.18369999999999997,74,-0.0464,2
-0.41569999999999996,23,0,3
0.4943,55,0,4
0.3772,217,0.14229999999999998,1
0.0945,50,0,3
0.004,30,0.004,3
0.804,52,0,5
0.5092,42,0,5
0.28479999999999994,176,-0.7534000000000001,2
-2.0955999999999997,312,-1.3067,1
-2.5034,216,-0.0048,2
0.7262,133,0,3
-0.3363,22,0,3
-0.22149999999999997,30,-0.3201,4
0.3698,29,0,5
-0.6914,86,-0.3865,2
0.3306,31,0.004,4
2.4651,111,0.008,5
1.0617,280,0.1366,2
2.6497,435,-1.0376,5
2.2697000000000003,20,0,5
0.16,108,-0.3357,3
-0.3869000000000002,132,-1.1555,1
-1.5856,49,-0.8102,4
-0.7324999999999999,30,-0.3865,1
0.9396,31,0,5
-0.7455,53,-0.3465,2
2.4158,115,-0.0048,3
-0.327,38,0.004,2
-1.1788,154,-0.0048,1
4.0299,431,-0.005599999999999999,2
0.1026,24,0,4
0.3756,28,0,4
0.8768,48,0,3
-0.5269,78,-0.51,1
0.5172,106,0,5
-0.26719999999999994,505,0.04039999999999999,3
-0.27979999999999994,213,0,2
0.0037999999999999666,230,-0.032299999999999995,2
-0.5308,58,-0.5308,4
-0.2479,15,0,4
0.5018,36,0,5
0.7512,32,0,5
0.004,31,0.004,4
0.4908,102,0,1
-0.39130000000000004,29,-0.3865,3
8.414299999999988,2674,-1.3474000000000002,4
-0.8805,152,0.004,2
2.2509,169,-0.23730000000000007,4
0.004,51,0,1
0.2418,32,0,5
0,60,0,1
0.6721999999999999,37,-0.3785,4
-2.4859,422,-1.2608000000000001,3
-0.288,100,0,2
-0.1966000000000001,38,-0.8564,3
-5.2715000000000085,1046,-2.6108999999999996,2
0.31379999999999997,194,-0.4716000000000001,3
-1.1126999999999998,69,-0.4665,5
-1.1804000000000003,195,-2.6037,1
-0.08820000000000003,63,0,4
-0.30110000000000003,126,0,1
-0.6181000000000001,201,-0.0007999999999999995,2
-2.7165999999999997,474,-1.9333000000000002,3
-2.03,148,0.004,3
0.401,50,0.004,5
-1.4346,149,-2.5079,1
0.34330000000000005,101,0.004,1
-1.0581,54,-0.7847000000000001,1
-0.11620000000000011,299,-0.7396,4
-0.8654,492,-1.1148,2
1.1594,59,0.004,4
-1.9189,822,-0.3569,1
0.7116,52,0,3
1.0735000000000001,30,0,5
0.02829999999999988,156,-0.0007999999999999995,4
0.397,30,0,3
0,37,0,1
0.9688,31,0,5
-0.3313,92,0.004,2
0,55,0,3
1.9260999999999997,325,-0.38470000000000004,3
-0.9801000000000001,195,-0.7286,1
0.30429999999999996,125,-0.3825,5
-0.331,34,0,1
-0.7666,32,0,2
0.8672,69,0.004,5
1.2444,37,0,5
0.3797,53,0,3
0.3796,36,0,4
-1.0881,318,-1.0537,4
-0.25279999999999997,74,-0.3454,2
0.007200000000000001,54,-0.0048,2
-0.38299999999999995,65,0.008,1
13.800499999999982,2327,-0.7407000000000001,4
0.45830000000000004,35,-0.0483,5
-0.48560000000000003,48,-0.3865,2
0.3716,24,0,5
1.3816,287,-0.3249,2
-0.6377000000000002,185,0,4
0.19210000000000002,56,0,2
-2.0852000000000004,815,-1.6569,2
1.2961,531,-0.43310000000000004,3
1.6099999999999997,1290,-3.0795999999999992,4
-0.1516,57,-0.3825,5
0.004,23,0.004,1
0.6551,185,0,3
-0.728,153,-0.054200000000000005,1
0.7472,95,0,5
0.07390000000000001,46,0,4
0.1719,276,0,3
-0.1475,82,-0.3793,3
0.008,59,0,1
0,23,0,5
0.008,64,0,3
1.2962,181,-0.0048,2
5.369299999999996,1800,-0.29180000000000006,4
-0.7717999999999999,148,0.008,2
-0.7618,27,0,1
-0.9128000000000001,178,-0.20129999999999998,1
0.2444,75,0.2404,1
0.7553,64,0,3
0,26,0,1
-0.2055,84,-0.0048,3
-0.09310000000000002,34,0.004,3
2.5667,89,0,4
0.0957,48,0,4
-0.3297,39,-0.3377,1
0.5044,23,-0.0007999999999999995,5
-0.8612,32,-0.3865,3
0.493,119,0.004,2
0.6322000000000001,124,0.004,5
0.33260000000000006,132,-0.34249999999999997,2
0.6265,71,-0.6236,4
0.021299999999999986,235,-0.2048,3
-0.327,26,0,1
0.30369999999999997,270,-0.3865,4
-1.6485,149,-1.2625000000000002,2
-0.6990000000000001,172,0,1
-2.3075,263,-2.7934,2
-1.6761000000000001,310,0.06910000000000001,2
0,26,0,3
-0.009600000000000053,87,0,4
0,98,0,4
1.2003,99,0.004,1
0,36,0,4
0.12669999999999992,101,0,5
0.2187,139,-0.3785,1
0.2874,50,0.32,3
0.8381,61,-0.0048,5
0.8731,55,0.7246,3
0.4654,35,0.004,4
0.3756,24,0,4
0.8601,31,0,5
-0.2511,149,0.12500000000000003,2
1.2324000000000002,82,0.004,5
-0.0012999999999999678,72,0,2
-1.6983,93,0,2
2.0008,221,0.008,3
1.9427,216,0.004,3
-1.0617999999999999,186,-0.5913,1
2.8046,86,0,5
1.1070000000000002,775,-1.2236,4
1.1038,46,0,5
-1.2579,414,-0.7981,2
0.15719999999999998,108,0.008,5
0.7299,19,0,5
0.9043,30,0,2
-1.4411999999999998,182,-1.3464,1
-0.9863999999999999,157,0.004,3
-0.7882,319,0.004,2
-1.1441999999999999,97,0.004,1
-2.9177,256,-1.1762,1
-2.5612,128,-1.4676,2
-0.03119999999999995,59,-0.3865,4
0.9122999999999997,303,-0.9517,3
0.6253,125,0,3
-0.06330000000000002,495,-0.3745,4
0.3882,36,0,5
-0.8985000000000001,87,-0.49870000000000003,1
0.7342,176,-0.0048,5
-0.7706,28,0,1
-3.0129,124,-1.9177,1
0.37879999999999997,93,0.004,1
1.0252,247,0,2
-0.7415999999999999,90,0.004,5
0.8116000000000001,140,0,4
-0.3373999999999999,143,-0.2088,3
0.8190999999999999,26,0,5
0.2704,101,-0.3825,4
-0.013900000000000023,205,-1.41,2
0.21969999999999995,51,-0.3825,1
7.034599999999996,473,1.1273,5
-0.9922,202,-0.6824,3
-0.7626000000000001,544,-0.3074,2
-0.34249999999999997,31,-0.34249999999999997,2
0.3077000000000001,241,-0.5068,4
0.31030000000000013,113,-0.34249999999999997,5
-0.29579999999999995,119,-0.6362,5
2.5015,207,0.008,5
1.2731,130,0.004,2
-0.2802,25,0,3
-1.4248000000000003,1597,0.3186,2
0.6402000000000001,240,-0.2631,3
0.37079999999999996,25,0,4
0.6050999999999997,41,-0.8523000000000001,3
0.14939999999999998,157,0,4
2.6768999999999994,650,-1.7086,4
0.1738,112,0,1
-0.39899999999999997,66,0,2
-0.9166,26,0,4
-2.0089999999999995,584,-0.3753,4
0.38170000000000004,50,0,5
0,27,0,1
1.3633,498,-0.2794,3
0,12,0,3
0.3453,22,0,5
-0.7384,65,-0.3865,2
0.3306000000000003,321,-0.3258,3
2.3354,377,0.007200000000000001,4
-1.1507,83,-0.6752,2
-0.9681,37,0,1
0.09889999999999999,23,0,1
0.15350000000000008,117,0,1
-0.0534,23,-0.0534,1
0.6486999999999999,64,-0.3653,5
-1.0267,398,-1.3344,1
0.04859999999999998,31,0,3
0.12090000000000001,45,0.004,4
1.2201,104,0.008,4
0.7597999999999999,34,0,5
-0.3688,60,0,2
-1.4703000000000002,128,0,1
1.1810999999999998,215,-0.2875,2
2.0300000000000002,329,0.013800000000000034,5
1.0918999999999999,63,0,2
0.15159999999999998,71,-0.3865,4
0.3575,102,-0.7406999999999999,5
1.4482,25,0,5
-0.6608,176,0,2
-2.3037,411,-0.49470000000000003,2
0.6454000000000001,281,0,5
-0.0817,57,0,1
0.2342999999999999,139,0,4
5.338599999999999,390,0.006400000000000001,5
1.3371,31,0.3474,4
0.3756,35,0,1
-2.1452,136,0.0032000000000000006,3
0.38770000000000004,271,-0.9093,5
-3.9451,333,-2.9196,3
-0.29050000000000004,140,-0.773,3
0.3602,80,0,5
-3.1313999999999984,341,-0.6316,1
4.847299999999999,331,-0.5167,5
0,104,0,4
-0.3487,22,0,3
0.7123999999999999,388,0.004,4
0.5048,259,0.0831,1
-2.8595999999999986,865,-0.9649,3
0.1368999999999998,325,-0.013099999999999945,2
-2.7163999999999997,334,-1.8591000000000002,3
-0.31120000000000003,51,0,2
1.2753999999999999,55,-0.10420000000000001,4
0.054800000000000015,62,0,2
1.0684000000000002,77,-0.1008,3
0.393,32,0,4
0.319,61,-0.0504,3
-0.05010000000000003,146,-0.4369,3
-4.302200000000001,1611,-3.4454,3
-0.7443000000000001,45,0.004,5
0.6178999999999999,143,0.008,1
-1.4287,23,0,3
-0.10570000000000002,21,0,2
2.4279,372,-0.5557,5
-0.1411,337,-0.14159999999999998,2
3.2999000000000005,237,0.3773,1
0,37,0,1
-0.616,28,-0.2088,3
0.8508,135,0.2863,4
-0.5422,18,0,1
0.8316999999999999,227,0.6486,4
-0.6912,164,0,3
-5.803900000000003,1007,-2.8823999999999996,1
0.7281,120,0,5
0,23,0,1
0,19,0,4
-0.5251000000000001,54,0.0108,4
0.05490000000000003,167,-0.042800000000000005,1
0.3756,23,0,4
0.3434,43,0,3
0.6241,109,-0.5035,2
3.082900000000001,507,0.6481,2
-0.9860000000000001,187,-0.4671,2
-0.6645000000000001,27,0,5
0.06580000000000008,30,0,4
0.0059999999999999915,72,0,1
1.3559999999999999,113,0,2
-0.6699000000000002,76,0.3552,1
-0.6316,25,-0.6316,1
0.9175000000000002,124,-0.17729999999999999,5
-3.9451,333,-2.9196,3
-0.23219999999999996,39,-0.2048,5
-5.2715000000000085,1046,-2.6108999999999996,2
0.6807000000000001,32,0,3
0,20,0,4
-0.045899999999999996,81,0.008,5
0.7211000000000003,352,0.38480000000000003,2
0.9917,42,0,5
1.2179000000000002,78,0.004,4
0.9160999999999999,66,0,3
0.4887,20,0,5
0.41479999999999995,142,-0.6316,4
0.7742999999999999,147,-0.6182,2
-0.31120000000000003,51,0,2
1.7414,371,0.008,5
-0.3942,243,0.4912,3
-0.6712,34,-0.6752,4
-0.1782,41,0.004,1
-5.870800000000002,317,-1.9672,1
0.2146,96,0,3
0.1089,57,0.004,5
0.2114,46,0,2
0.19849999999999995,75,0,3
-0.562,172,0.008,1
-2.0732999999999997,237,-0.9746,3
0.17109999999999997,372,-1.7043000000000001,1
6.09229999999999,929,-0.11850000000000002,5
-0.21580000000000005,119,-0.3825,3
1.34,62,0,5
-0.9202,234,-0.2156,2
-0.2635,22,0,4
0.21180000000000004,39,-0.3865,5
-0.0237,25,0,3
1.3778000000000001,120,0,1
0.7093999999999999,376,0.004,3
3.2606999999999995,232,-0.7211000000000001,5
-0.6132,189,-0.3825,1
1.0209,119,0,4
1.0118,43,0,4
0.9093000000000002,173,-1.1345999999999998,2
-1.9011000000000002,207,-0.6768000000000001,1
-0.7982,32,-0.8102,4
-0.09249999999999997,403,0,2
1.2706000000000002,34,0.2823,5
2.7006999999999994,259,-1.2516,5
-1.0508,39,0,1
-0.43379999999999996,86,0,2
0.004,23,0,4
-0.14179999999999998,39,0,5
-0.1851,67,-0.3865,3
-1.0574,137,0.004,3
0.21689999999999993,56,-0.24509999999999998,2
0.3446,30,0.004,4
0.3122999999999998,390,-0.8578000000000001,2
1.3371,31,0.3474,4
-3.0593,279,-1.9768,1
0.5249,280,-0.7806000000000001,3
1.9135,147,0,4
0.7299,21,0,5
2.4462,231,0.0032000000000000006,4
-0.4743999999999998,410,-0.3825,1
0.909,103,0,3
-0.024300000000000044,184,-0.3865,2
0.3716,24,0,5
-0.43890000000000007,52,0,2
0.0898,79,0,4
-5.341100000000003,876,-3.3909999999999996,2
0.2278,49,0,1
0.8942,38,0,5
0,27,0,5
-1.1632,185,-0.8102,3
0.4839,40,0,1
0.4186999999999997,390,-2.1402,4
-0.39499999999999996,24,0,2
0.008,29,0,1
0.4797,159,0.004,2
2.5206000000000004,138,0,2
1.0730999999999993,384,0.008,3
-1.1788,154,-0.0048,1
1.3382999999999998,28,0,5
-1.4156999999999997,201,-1.9055000000000002,4
-0.0048,410,0,3
1.1715000000000004,172,-0.6181,5
-0.6044,22,-0.0048,3
-1.0145,141,-1.0297,4
-0.11410000000000001,43,0.008,5
-0.0534,159,-0.3865,2
0.339,24,0,1
-0.12259999999999999,31,0.004,2
-1.4255000000000002,62,-0.6752,3
0.4078999999999998,180,-1.3879000000000001,4
-0.007099999999999943,234,-0.3825,4
-0.42889999999999995,32,-0.3865,3
-0.6648,32,0.008,1
-0.6659,84,-0.046900000000000004,5
0.1778,101,0.004,3
0.3778,153,0,1
0.25830000000000003,208,-0.3258,4
0.5066,19,0,5
1.6064000000000012,326,-0.066,4
-6.247300000000003,402,-1.2543,2
-0.6538,32,0,2
0.5395,369,-0.3383,4
-0.7651000000000001,93,0,3
2.1657999999999995,1049,-0.8661000000000001,1
0.6742,57,0,5
1.4464,85,0,2
0.4150000000000001,140,-1.5382,3
-0.08650000000000002,79,0,2
-1.1544,166,0.004,2
-0.9761000000000002,112,0,4
0.393,22,0,5
0.15089999999999998,35,0,1
0.5621,65,0.6542,3
-0.6199,90,-0.3825,1
0.7599,40,-0.0007999999999999995,5
1.5584,117,0,4
0.3716,21,0,5
3.5228000000000006,1090,-0.4547,4
0.16959999999999997,26,-0.3356,4
-1.4147,212,-0.0007999999999999995,3
0.8978999999999999,35,0,3
-2.2039,332,0.2469,1
0.38360000000000005,54,-0.3356,4
-0.6025999999999999,116,-0.0552,2
-0.5231,28,-0.4929,3
-0.3865,27,-0.3865,2
-0.1473,64,0,1
0.6385000000000004,879,0.2855,5
-1.3024,135,-1.546,1
0.03169999999999998,77,0,1
2.1141000000000005,104,0.9624,5
0.02150000000000013,193,-0.5027,2
-0.6421,25,0,1
-5.6888000000000005,972,-3.4153,2
-0.6819000000000002,242,-1.8291000000000002,2
0.9487000000000003,211,-0.0048,3
1.0728,64,0,5
-1.1743000000000001,60,-0.3426,1
-0.2187,126,-0.2187,2
0.12130000000000002,34,0,1
0.008,20,0,5
2.4741000000000004,272,-0.0048,4
0.8704000000000001,27,0,5
0.25329999999999997,46,0,2
0.7863000000000001,124,0.5057,3
-1.0002,200,-0.8102,3
-0.9064,117,0,1
0.0081,56,0,2
1.6019,210,0.3474,4
0,21,0,5
0.7379,26,0.004,4
-0.9227,314,-0.3841,2
0.3962,56,0.004,3
-0.8407,50,-0.5027,1
1.7568000000000001,251,0.004,4
-0.2215,33,-0.2088,3
0.11269999999999997,199,-0.0048,3
1.3135999999999999,89,-0.3825,5
0.09,34,0,4
0.3597,80,0.004,1
0.5972999999999999,61,0,4
0.6043000000000001,43,0.2863,5
-3.5633999999999997,304,-3.3640000000000008,3
-0.8708,102,-0.6712,2
-0.061,23,0,4
1.7294,100,0,5
-0.37960000000000005,28,0,5
0.195,59,0,1
-0.7618,41,0,1
-0.6668000000000001,54,0.004,5
1.1835,199,0,3
-0.1692,26,-0.1732,3
-0.9919,357,-0.3454,2
-1.1858000000000002,158,-1.3980000000000001,5
1.6719000000000002,85,0.004,5
0.20229999999999998,19,0,4
0.6433000000000001,104,-0.3739,1
4.400199999999999,418,-0.3298,2
-0.4647,69,0.004,4
-0.293,26,0,2
0,55,0,3
-1.6016000000000004,208,0.004,1
-1.0896,62,-0.0483,3
1.3948,435,-0.49549999999999994,5
0.07720000000000005,40,0,4
-1.4074,256,-0.6324000000000001,3
-0.6546,43,0,2
0,24,0,4
2.468400000000001,338,-1.2998,4
0.004,24,0,4
0.49560000000000004,52,0,5
0.004,21,0.004,5
-0.1619000000000002,204,-0.1968,2
0.8183000000000002,147,0.6542,1
0.9096999999999998,178,-0.0542,2
-0.9387000000000001,66,-1.1491,2
-1.5835000000000001,609,-0.8520000000000001,4
0.5609999999999999,166,-0.2048,1
-2.2706,400,-1.1523,3
-0.3858,27,0.004,1
-1.9144999999999999,201,-0.6752,2
-1.9941,160,0,1
1.3834,23,0.004,5
-2.9288999999999996,254,0,1
-0.13380000000000009,188,0,3
0,80,0,3
0.68,27,0,4
-0.33180000000000004,82,0,4
-0.887,91,0.004,3
0.36999999999999994,28,0,4
-0.2541,65,0,3
-0.2987999999999999,135,0.004,1
0.3796,40,0,5
0.5052,23,0,5
-1.3907,204,0,2
0.2005,187,-0.0007999999999999995,2
0.24369999999999997,271,0,3
-0.21019999999999994,161,0,4
7.797599999999992,890,-0.7150000000000001,5
-1.5431999999999997,250,-1.6763,3
0.6843,77,0.3226,4
0.004,22,0.004,5
0.004,28,0,3
0.4270999999999999,20,0,5
2.2167,394,0.004,4
0.004,22,0,4
0.9838999999999998,301,-0.7576,4
-0.44070000000000004,80,0.0032000000000000006,4
2.2404,257,0,4
2.7386000000000004,133,0,5
0.6262,202,0.008,5
-0.6691,46,-0.3271,1
-2.282,418,-1.8248,1
1.0118,29,0,4
0.06990000000000002,407,0.2824,2
0.004,55,0,3
1.812,53,0,5
-0.0464,58,-0.0504,1
0.3096999999999999,22,-0.3865,1
0.36889999999999995,62,0,2
2.9705,475,0.1765,3
-1.2964,48,0.004,2
-0.3825,21,-0.3865,2
0.4686,52,0,1
0.8476999999999999,97,-0.3865,3
-1.2555999999999998,40,0,1
0,80,0,3
2.2268000000000003,287,0.0032000000000000006,3
1.0677,578,-0.5873,4
0.43989999999999996,93,-0.3865,2
-0.0007999999999999995,31,0,1
-3.7048999999999985,409,-3.4738999999999995,2
-2.8221,171,-0.3825,2
-0.12009999999999998,77,-0.3414,2
-0.346,25,0,1
-0.2349,117,0.004,3
-0.5593000000000001,160,0,1
-0.16280000000000006,191,-0.765,2
-0.7178000000000001,81,0.004,5
0.393,24,0,2
0.7905,352,-0.3865,1
-5.982000000000004,602,-2.1958,4
0.45289999999999997,56,0.0789,3
0.6755,25,0.0711,5
0.5065,59,0,5
1.4245,78,0.004,5
1.3497999999999999,32,0,3
0,29,0,1
-1.6838,343,-0.8074,3
0.015599999999999947,71,0,1
0.16,108,-0.3357,3
-0.7951,141,-0.0421,2
-0.9333,35,0,4
0.41109999999999985,175,-0.2869,5
-0.3865,91,-0.3865,2
-2.0415,53,-0.2088,2
0.7906000000000001,154,-0.343,1
0.22609999999999997,136,-0.2048,3
0.7359,46,0.004,4
2.492600000000001,362,0.0725,4
2.2448,314,0.012,3
0.9602999999999998,363,0.004,3
-0.7857000000000001,60,-0.4665,1
-1.1741000000000001,158,-0.929,1
0.4364,34,0,5
1.1356000000000002,421,-0.47950000000000004,4
0.5462,49,0,5
0,58,0,2
-1.4962,60,0,5
0.7968000000000001,116,0,5
1.0746,167,-0.3779,5
-0.8672,43,0.004,1
4.146999999999999,191,0.004,5
0.0121,25,0,3
-0.5325,34,0,2
-1.0378,167,0.016,1
-0.7403,23,0,2
0.18989999999999985,134,-0.8062,4
0,67,0,4
0.5794999999999997,150,-0.5609999999999999,1
1.147,204,0,5
2.3254,58,-0.0048,5
-0.8776999999999999,19,0,4
-0.9878000000000001,98,-0.5123000000000001,2
0.5012,31,0,5
0.008,63,0.004,1
0.7211000000000003,352,0.38480000000000003,2
0.0105,76,0,2
-0.1768000000000003,446,-1.0737,3
-3.3338999999999994,341,-1.2468,1
1.7294000000000003,621,-0.10679999999999998,3
0.7432,29,0,4
3.1251999999999995,304,-0.3618,4
-0.6181000000000001,201,-0.0007999999999999995,2
0.8224,76,0.004,3
0.7078999999999999,106,0.004,4
1.8975000000000002,368,0.6534,4
0.7680000000000001,298,0.0711,1
0.5099,23,0,5
0.1891999999999992,1101,-2.6111,3
-0.5783,361,-0.761,2
2.2546,344,-0.0388,3
0,37,0,1
0.4218,232,0,2
-0.4728,153,-0.0552,1
0.37079999999999996,103,0,4
-0.824,56,0.004,2
1.5531,259,0.33899999999999997,5
0.8213999999999999,237,0,2
0.008,34,0,5
1.3269999999999997,230,0.004,4
3.2394,193,0,2
0.004,29,0,1
-4.195200000000002,459,-0.9950000000000001,2
0.34830000000000005,91,0,3
0.41799999999999987,119,-0.4249,3
1.4916000000000003,144,0.008,4
0.3761999999999999,56,0.0663,4
1.3340999999999996,129,-0.6645,1
1.2003,99,0.004,1
-0.34199999999999997,23,0,1
6.776099999999994,1146,-0.6755,5
-0.4355,61,0,1
1.0341,81,0,2
0,28,0,5
-1.2953000000000001,48,0,2
-1.1266,180,0,3
-0.2945,163,0.008,3
0.09139999999999998,21,0,5
0.27479999999999993,92,0.004,5
0.4897999999999999,127,-0.5259,4
0.7577,32,0,3
0.32589999999999997,221,0.1755,1
-1.7469999999999999,135,-1.6698,4
0.26499999999999996,68,0,4
-0.30920000000000014,169,-0.0007999999999999995,2
0.014500000000000013,65,-0.3865,5
0.5982000000000001,34,0,5
-0.8153000000000001,55,0,3
-1.9326000000000003,195,-0.8150000000000001,3
0.8396,54,0,4
1.4761,142,0,3
2.1788,126,0.2452,5
0.012,38,0,1
0.11959999999999998,60,0,4
-5.341100000000003,876,-3.3909999999999996,2
1.1519,75,0.008,5
1.8292,418,-1.0129000000000001,5
2.8952,149,0.008,5
0.4373,51,0,3
1.8351000000000002,136,-0.0048,4
-0.9213,70,-0.4369,1
1.5096,21,0,4
1.2217,238,0,5
3.0362,544,-0.765,5
0.679,386,-0.8979,1
-0.23779999999999996,105,0.004,2
0.16639999999999983,254,-1.0663,4
0.3796,23,0,4
-0.019700000000000023,65,-0.3865,3
-0.293,26,0,2
-0.15460000000000002,53,0,2
0.3419,146,0.012,5
0.8562000000000001,56,0,3
-1.8687000000000002,449,-0.14920000000000005,3
1.9319000000000002,87,0,4
0.14420000000000005,116,0.2404,4
-0.5883,63,-0.0048,3
0,34,0,4
-0.7517,106,0.004,1
-0.19730000000000006,77,-0.8102,5
-0.9214,93,-0.0048,3
-1.2017,103,-0.6752,2
0.20209999999999978,864,0.06609999999999994,1
0.114,23,0,5
0.4619,110,0,2
-0.6581,75,0,2
0.4161,180,0.0844,1
0.35959999999999986,260,-0.3454,4
-0.02779999999999992,457,-0.43960000000000005,1
0.6181,56,0,1
-0.7930000000000001,175,-1.0537,1
0.12930000000000003,100,0.004,2
2.8675,400,0.14939999999999998,5
0.12979999999999997,61,-0.0048,1
0.11960000000000003,106,-0.3825,4
0.1266999999999998,373,-1.0235,3
1.4268999999999998,184,0.2823,5
-0.8409,33,0,3
-0.44029999999999997,40,0,1
1.2243,95,-0.5299,2
0.8835999999999999,49,0,4
-4.7643,1048,-2.351,3
-0.0696,74,0,3
0.6429,93,0.6309,2
-1.9474000000000005,358,-0.6712,2
0.6285999999999999,188,-0.2451,5
-2.7597999999999994,490,-2.266,3
-5.870800000000002,317,-1.9672,1
-3.913,242,0.0032000000000000006,2
0,37,0,1
1.2542,27,0,5
-0.8081999999999999,212,-0.8868,3
-0.37010000000000004,73,0,4
0,118,0,3
-0.7576999999999999,72,0,4
1.0730999999999993,384,0.008,3
1.0669,150,0.3512,2
-0.7257,138,0.0743,2
-0.8967,143,-0.39130000000000004,3
0.8616,224,0.004,1
0.8562000000000001,56,0,3
-1.1705,71,-0.5075000000000001,1
0.09190000000000001,44,0,1
0.2173,35,0,4
-0.2187,126,-0.2187,2
2.6454,403,-1.8727,3
1.5528,373,0.2979,5
0.12090000000000001,24,0,3
0,21,0,5
-0.49840000000000007,303,-0.6728000000000001,1
0.5934999999999999,84,-0.0048,4
0.3598999999999999,113,0,5
-0.018200000000000244,224,-0.769,2
0,36,0,4
0.7756999999999998,74,-0.3865,4
0.002400000000000001,23,0,3
-1.6884999999999992,709,-0.3769,1
-0.7442999999999999,300,0.004,2
2.7212999999999994,323,-0.0007999999999999995,2
0.6102,38,0,2
0.08940000000000001,34,0,5
-0.5628000000000001,222,-0.26870000000000005,1
1.0791,39,0,5
-0.6089,83,0,2
0,30,0,1
0,44,0,4
-0.48350000000000004,28,0,1
0.21939999999999976,235,-0.5388000000000001,4
0.6062000000000001,42,0,4
-0.07290000000000006,87,0.012,5
0.4681,141,-0.6494,5
0.8126,81,0.004,2
0.6071,23,0,4
0.5791,21,0,5
2.9414000000000002,307,0,3
0.7087999999999999,112,-0.0048,4
-1.5041000000000002,161,-0.8022,4
-1.3275000000000001,184,0.004,1
-2.0086,217,-1.5994000000000002,2
-0.8089999999999999,35,-0.8089999999999999,1
-0.0637,25,0.2452,4
-0.998,177,-0.2088,1
0.10729999999999998,68,-0.0007999999999999995,3
-0.2101,67,0.004,3
-7.688500000000007,1093,-4.396600000000002,1
-1.4512999999999998,56,-0.3865,1
1.2298999999999998,27,0,4
-0.08979999999999994,187,-0.5035,2
-1.0713,58,-0.8102,4
1.4388,25,0,5
-1.4565000000000001,544,-0.68,3
1.9595999999999998,258,0.004,5
-0.31840000000000007,31,0,3
0.004,44,0,5
-1.0156999999999998,64,0.008,3
-0.20810000000000023,266,-0.9739,5
-1.2333000000000003,300,-0.40070000000000006,3
-0.1312,56,0.004,5
-0.2011999999999998,107,0,2
-1.1919,61,-0.3865,1
-0.22519999999999996,134,-0.3316,3
0.47419999999999995,25,0,4
0.486,24,0,5
0.2221,27,0,2
-3.6477999999999997,2996,-4.793200000000001,4
0.7819,85,0,5
-0.24269999999999997,231,0.008,2
0.6429999999999999,73,0,5
0.08990000000000001,102,0,4
0.08310000000000001,48,0.0751,2
1.8764000000000007,154,-0.39130000000000004,1
0,22,0,2
0.10770000000000002,47,0,5
4.5813999999999995,381,0.012,4
0.6285999999999999,34,0.004,2
0.5233000000000001,411,-0.4245,2
0.8503999999999998,223,-0.3865,4
-1.7295000000000005,275,0.008,3
-0.664,135,-0.6672,1
-0.6201999999999999,94,0,1
-0.9505000000000001,167,-1.0448,2
0.5922,287,0.004,3
0.42300000000000004,26,0,5
-0.6829000000000001,45,0,1
-2.5060000000000024,827,-3.0471,3
-0.38090000000000007,278,-0.0048,2
-0.22859999999999994,142,0.024,1
2.7099,394,0.176,2
-0.0391999999999999,46,-0.0048,3
0.2777999999999999,289,0.012,2
-0.17000000000000004,62,0.004,2
0.9007999999999999,206,0.004,5
0.191,31,0,1
0.88,34,0,5
-0.2101,67,0.004,3
0.6152999999999998,127,-0.4699,4
-0.5251,100,-0.0504,2
1.6784,125,0.0068,5
0.004,67,0,5
0,25,0,5
0.008,55,0,3
0.6475,100,0.1125,4
-0.1964,118,0,2
0.5984,87,0.3446,1
-0.25980000000000003,152,-0.761,5
1.6237,436,-0.7335,1
0.6199,254,0.012,3
-0.6436,27,0,3
-0.5578,62,-0.0504,1
-0.07149999999999995,117,-0.4725,1
0,23,0,4
-0.7895000000000001,63,0,4
0.759,56,0,5
0.393,29,0,4
1.0562,72,0,1
1.2082,140,-0.853,4
-0.923,25,-0.3865,3
-1.1663999999999999,109,0,2
-0.7754,24,0,3
-1.2052,55,0.004,4
0.6551,185,0,3
